"source_file","export_month","metric","hour_index","hour_window","value","contains_credentials"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","1","00:00-01:00","32.407","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","2","01:00-02:00","29.782","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","3","02:00-03:00","26.995","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","4","03:00-04:00","27.389","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","5","04:00-05:00","30.472","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","6","05:00-06:00","39.262","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","7","06:00-07:00","62.08","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","8","07:00-08:00","72.716","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","9","08:00-09:00","76.06","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","10","09:00-10:00","74.054","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","11","10:00-11:00","71.342","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","12","11:00-12:00","70.177","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","13","12:00-13:00","69.327","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","14","13:00-14:00","70.39","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","15","14:00-15:00","70.075","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","16","15:00-16:00","71.938","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","17","16:00-17:00","57.433","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","18","17:00-18:00","59.467","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","19","18:00-19:00","60.253","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","20","19:00-20:00","68.945","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","21","20:00-21:00","66.944","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","22","21:00-22:00","63.861","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","23","22:00-23:00","57.794","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","24","23:00-24:00","46.51","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","1","00:00-01:00","2.55","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","2","01:00-02:00","2.17","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","3","02:00-03:00","1.36","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","4","03:00-04:00","1.59","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","5","04:00-05:00","2.15","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","6","05:00-06:00","5.17","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","7","06:00-07:00","3.08","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","8","07:00-08:00","3.94","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","9","08:00-09:00","5.75","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","10","09:00-10:00","4.96","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","11","10:00-11:00","4.31","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","12","11:00-12:00","4.62","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","13","12:00-13:00","5.66","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","14","13:00-14:00","3.15","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","15","14:00-15:00","2.76","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","16","15:00-16:00","2.23","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","17","16:00-17:00","22.42","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","18","17:00-18:00","19.98","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","19","18:00-19:00","23.83","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","20","19:00-20:00","6.98","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","21","20:00-21:00","6.79","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","22","21:00-22:00","8.18","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","23","22:00-23:00","8.77","False"
"1、交易计算表1月.xls","2026-01","操作量1（兆瓦时） +买入；-卖出","24","23:00-24:00","4.19","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","1","00:00-01:00","32.407","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","2","01:00-02:00","29.782","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","3","02:00-03:00","26.995","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","4","03:00-04:00","27.389","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","5","04:00-05:00","30.472","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","6","05:00-06:00","39.262","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","7","06:00-07:00","62.08","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","8","07:00-08:00","72.716","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","9","08:00-09:00","76.06","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","10","09:00-10:00","74.054","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","11","10:00-11:00","71.342","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","12","11:00-12:00","70.177","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","13","12:00-13:00","69.327","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","14","13:00-14:00","70.39","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","15","14:00-15:00","70.075","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","16","15:00-16:00","71.938","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","17","16:00-17:00","57.433","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","18","17:00-18:00","59.467","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","19","18:00-19:00","60.253","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","20","19:00-20:00","68.945","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","21","20:00-21:00","66.944","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","22","21:00-22:00","63.861","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","23","22:00-23:00","57.794","False"
"1、交易计算表1月.xls","2026-01","日 本时段持仓量（兆瓦时）","24","23:00-24:00","46.51","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","1","00:00-01:00","2.52","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","2","01:00-02:00","-1.25","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","3","02:00-03:00","-2.16","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","4","03:00-04:00","5.74","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","5","04:00-05:00","-3.22","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","6","05:00-06:00","8.3","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","7","06:00-07:00","4.25","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","8","07:00-08:00","2.19","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","9","08:00-09:00","6.05","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","10","09:00-10:00","6.91","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","11","10:00-11:00","0.03","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","12","11:00-12:00","7.64","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","13","12:00-13:00","10.93","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","14","13:00-14:00","-2.01","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","15","14:00-15:00","5.81","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","16","15:00-16:00","3.92","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","17","16:00-17:00","21.11","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","18","17:00-18:00","21.41","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","19","18:00-19:00","26.9","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","20","19:00-20:00","5.49","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","21","20:00-21:00","7.89","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","22","21:00-22:00","9.8","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","23","22:00-23:00","8.24","False"
"1、交易计算表1月.xls","2026-01","操作量2（兆瓦时） +买入；-卖出","24","23:00-24:00","0.1","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","1","00:00-01:00","39.05","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","2","01:00-02:00","31.89","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","3","02:00-03:00","27.76","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","4","03:00-04:00","37.03","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","5","04:00-05:00","30.46","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","6","05:00-06:00","53.17","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","7","06:00-07:00","74.15","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","8","07:00-08:00","83.74","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","9","08:00-09:00","91.79","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","10","09:00-10:00","90.51","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","11","10:00-11:00","79.79","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","12","11:00-12:00","87","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","13","12:00-13:00","89.72","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","14","13:00-14:00","76.44","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","15","14:00-15:00","84.83","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","16","15:00-16:00","84.8","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","17","16:00-17:00","87.81","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","18","17:00-18:00","90.41","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","19","18:00-19:00","97.44","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","20","19:00-20:00","83.21","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","21","20:00-21:00","83.66","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","22","21:00-22:00","82.35","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","23","22:00-23:00","73.82","False"
"1、交易计算表1月.xls","2026-01","近三天用电量均值","24","23:00-24:00","52.11","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","1","00:00-01:00","36.58","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","2","01:00-02:00","30.56","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","3","02:00-03:00","26.71","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","4","03:00-04:00","33.86","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","5","04:00-05:00","29.61","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","6","05:00-06:00","49.18","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","7","06:00-07:00","69.23","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","8","07:00-08:00","78.79","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","9","08:00-09:00","85.92","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","10","09:00-10:00","84.39","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","11","10:00-11:00","75.6","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","12","11:00-12:00","80.88","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","13","12:00-13:00","82.99","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","14","13:00-14:00","72.63","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","15","14:00-15:00","78.85","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","16","15:00-16:00","79.1","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","17","16:00-17:00","82.52","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","18","17:00-18:00","84.4","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","19","18:00-19:00","90.66","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","20","19:00-20:00","78.24","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","21","20:00-21:00","78.15","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","22","21:00-22:00","76.81","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","23","22:00-23:00","69.25","False"
"1、交易计算表1月.xls","2026-01","96点电力值（兆瓦）","24","23:00-24:00","49.63","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","1","00:00-01:00","22.188","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","2","01:00-02:00","20.073","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","3","02:00-03:00","18.422","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","4","03:00-04:00","18.396","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","5","04:00-05:00","20.769","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","6","05:00-06:00","26.626","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","7","06:00-07:00","42.341","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","8","07:00-08:00","49.826","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","9","08:00-09:00","52.026","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","10","09:00-10:00","50.639","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","11","10:00-11:00","48.804","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","12","11:00-12:00","48.076","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","13","12:00-13:00","47.53","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","14","13:00-14:00","48.035","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","15","14:00-15:00","47.942","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","16","15:00-16:00","49.193","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","17","16:00-17:00","47.189","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","18","17:00-18:00","48.531","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","19","18:00-19:00","49.406","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","20","19:00-20:00","46.982","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","21","20:00-21:00","45.64","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","22","21:00-22:00","43.5","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","23","22:00-23:00","39.525","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","24","23:00-24:00","31.424","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","1","00:00-01:00","15.57","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","2","01:00-02:00","13.35","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","3","02:00-03:00","13.28","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","4","03:00-04:00","13.36","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","5","04:00-05:00","14.83","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","6","05:00-06:00","23.46","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","7","06:00-07:00","31.17","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","8","07:00-08:00","37.27","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","9","08:00-09:00","36.57","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","10","09:00-10:00","38.17","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","11","10:00-11:00","36.98","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","12","11:00-12:00","34.67","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","13","12:00-13:00","36.92","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","14","13:00-14:00","32.63","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","15","14:00-15:00","36.04","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","16","15:00-16:00","33.76","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","17","16:00-17:00","41.51","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","18","17:00-18:00","38.82","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","19","18:00-19:00","41.79","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","20","19:00-20:00","40.07","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","21","20:00-21:00","37.34","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","22","21:00-22:00","35.55","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","23","22:00-23:00","37.74","False"
"1、交易计算表2月.xls","2026-02","操作量1（兆瓦时） +买入；-卖出","24","23:00-24:00","29.27","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","1","00:00-01:00","22.188","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","2","01:00-02:00","20.073","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","3","02:00-03:00","18.422","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","4","03:00-04:00","18.396","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","5","04:00-05:00","20.769","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","6","05:00-06:00","26.626","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","7","06:00-07:00","42.341","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","8","07:00-08:00","49.826","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","9","08:00-09:00","52.026","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","10","09:00-10:00","50.639","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","11","10:00-11:00","48.804","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","12","11:00-12:00","48.076","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","13","12:00-13:00","47.53","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","14","13:00-14:00","48.035","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","15","14:00-15:00","47.942","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","16","15:00-16:00","49.193","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","17","16:00-17:00","47.189","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","18","17:00-18:00","48.531","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","19","18:00-19:00","49.406","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","20","19:00-20:00","46.982","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","21","20:00-21:00","45.64","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","22","21:00-22:00","43.5","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","23","22:00-23:00","39.525","False"
"1、交易计算表2月.xls","2026-02","日 本时段持仓量（兆瓦时）","24","23:00-24:00","31.424","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","1","00:00-01:00","8.07","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","2","01:00-02:00","11.89","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","3","02:00-03:00","8.58","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","4","03:00-04:00","11.91","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","5","04:00-05:00","11.56","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","6","05:00-06:00","13.2","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","7","06:00-07:00","28.34","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","8","07:00-08:00","31.44","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","9","08:00-09:00","30.95","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","10","09:00-10:00","34.12","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","11","10:00-11:00","25.19","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","12","11:00-12:00","29.88","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","13","12:00-13:00","28.72","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","14","13:00-14:00","17.46","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","15","14:00-15:00","34.01","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","16","15:00-16:00","18.18","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","17","16:00-17:00","34.81","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","18","17:00-18:00","30.57","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","19","18:00-19:00","36.71","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","20","19:00-20:00","35.03","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","21","20:00-21:00","27.07","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","22","21:00-22:00","28.55","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","23","22:00-23:00","27.05","False"
"1、交易计算表2月.xls","2026-02","操作量2（兆瓦时） +买入；-卖出","24","23:00-24:00","21.02","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","1","00:00-01:00","33","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","2","01:00-02:00","34.86","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","3","02:00-03:00","29.45","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","4","03:00-04:00","33.05","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","5","04:00-05:00","35.26","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","6","05:00-06:00","43.44","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","7","06:00-07:00","77.08","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","8","07:00-08:00","88.63","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","9","08:00-09:00","90.5","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","10","09:00-10:00","92.44","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","11","10:00-11:00","80.69","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","12","11:00-12:00","85.02","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","13","12:00-13:00","83.15","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","14","13:00-14:00","71.43","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","15","14:00-15:00","89.37","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","16","15:00-16:00","73.48","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","17","16:00-17:00","89.43","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","18","17:00-18:00","86.27","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","19","18:00-19:00","93.92","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","20","19:00-20:00","89.44","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","21","20:00-21:00","79.3","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","22","21:00-22:00","78.58","False"
"1、交易计算表2月.xls","2026-02","近三天用电量均值","23","22:00-23:00","72.61","False"
